Filename,Checked,Keywords
Belarus_Radio_and_Telecom_Requirements_docx.txt,"Internal, Wireless, Mandatory, Tower, AIO, Fixed, Thin, Rugged, Mobile, Notebook, Tablet, Chromebook, Indust, Gateway, ServerA, ServerB, Networking, Display, Imaging, Projector, Dock, I, Audio, BT, NFC, WWAN, WiGig, Other, New, Sustaining","stb, equipment, 10, radio, iec, gost, 8517, modules, scope, 004, 2011, 60950, covered, cu, excluding, requirements, tr, doc, systems, coc, 13, 8525, conformity, devices, digital, including, telecom, 1692, 2156, belarus, impact, products, telecommunication, functioning, integrated, yes, certification, mandatory, network, required, wireless, 12, 2017, 62479, access, additional, codes, communication, completion, data, date, declaration, incorporated, investigation, label, plan, product, sample, telecommunications, 11, 14, action, bulletin, comments, indicate, media, requirement, resources, standards, stations, tables, technical, time, transmission, 1356, 15, 16, annex, assessment, bellis, change, channels, compliance, configuration, converters, deliverable, end, ethernet, fax, level, management, multimedia, needed, optical, servers, shall, stakeholder, submitted, subscriber, switching, transmitters, transport, used, 1170, 1200, 1630, 1788, 25, 25007, 300, application, assurance, based, battery, block, communications, coordinator, core, cut, dell, documents, economic, effective, en, eu, function, gateways, government, hard, hierarchy, inform, information, iot, lan, lead, mobile, modem, modems, nemko, networking, number, object, pcr, peripherals, psu, rce, record, registration, requested, requires, service, services, signaling, soft, specifications, st, subsystem, tab, targeted, teams, terminals, total, transition, transitions, transmitting, tv, user, video, voice, wired, ws, 01, 1040, 1660, 1662, 1697, 17, 170109, 170220, 18, 20, 2000, 20768, 21, 2143, 22, 220, 26, 26532, 28, 28749, 28838, 29, 30170, 30318, 30338, 33, 35, 36, 3g, 440, 4g, 50765, 50914, 51026, 8443, 8471, 849, 8519, 8521, accordance, according, actions, activity, added, address, agency, aggregation, agile, align, allows, appears, appliances, applicable, apply, approach, april, area, assist, audio, author, automatic, available, base, begin, belarussian, bids, boards, bom, branch, broadband, bt, built, cases, categories, cell, changed, channel, choice, classified"
Chad_ARCEP_Type_Approval_for_Wireless_and_Telecom_Equipment_docx.txt,"Internal, Importation, Market, New, Wireless, Mandatory, Thin, Rugged, Mobile, Notebook, Tablet, Chromebook, Indust, Gateway, I, BT, NFC, WWAN, WiGig, Other, New, Sustaining","arcep, certification, des, product, sample, wireless, additional, date, required, telecom, yes, comments, indicate, modem, otrt, scope, type, approval, chad, change, completion, deliverable, dell, distributors, host, module, new, note, plan, rdoc, resources, régulation, stakeholder, update, 2015, 2017, 2372, 4ghz, action, agency, autorité, battery, block, bulletin, communications, compliance, configuration, cover, current, cut, defined, documents, electroniques, equipment, established, et, fax, function, hard, iot, lead, leverage, ministry, needed, pluggable, postes, process, products, psu, radiocommunication, regulate, regulation, released, requirement, requirements, rfid, soft, specifications, sustaining, tcf, technical, time, title, total, transition, tte, updated, valid, version, wlan, ws, 01, 02, 100, 12, 17, 170220, 2016, 31, 3250, 60ghz, 7mhz, a4wp, a9cret, able, added, address, agile, apply, approved, april, area, assistance, author, based, bids, bluetooth, bt, c3, cert, certificate, changed, charger, charging, client, com, communication, concerns, contacts, content, cord, cross, december, deceree, declaration, decree, deliverables, detailed, directly, distribution, document, documentation, effective, elect, embed, embedded, enforcement, engage, engineer, exception, existing, expires, explanation, external, final, functional, future, government, gps, grs, guidance, help, https, impact, implementation, include, indicated, inform, information, initially, instead, integrated, internal, inventory, issued, jan, keyword, label, les, letter, link, links, mandatory, marking, mobile, mpntic, need, nfc, nguyen, npi, number, october, odm, office, owned, ownership, packaging, pc, pcs, pdf, peripherals, phone, place, platform, possible, postal, previous, projects, provide, prpm, qty, quality, questions, rces, red, redev, reference, registration, regulated, regulatory, report, require, revision, rf, rts, samok, search, secure, ship, soldered, soon, specify, stakeholders, standards, stated, status, sur, surveillance, susan, target, targeted, tchadien, td, team, teams, technologies, text, thanh, télécommunications, updates"
Palau_St_Vincent_and_Grenadines_NTRC_Type_Approval_docx.txt,"Internal, Importation, Market, Update, Wireless, Mandatory, All, Networking, BT, NFC, WWAN, WiGig, Other, New","module, approval, platform, rfq, type, npi, equipment, yes, fcc, radio, sustaining, ntrc, products, grenadines, product, vincent, date, palau, required, st, additional, approvals, certified, integrated, network, 2018, applicable, certification, change, comments, ensure, following, indicate, level, new, rce, rdoc, sample, shipped, standards, telecommunications, 15, 68, bulletin, canadian, completion, deliverable, foreign, government, grant, palaunet, plan, pstn, regulatory, related, requirement, requirements, resources, scope, sdoc, stakeholder, technical, telephone, title, wireless, 10, action, affected, battery, block, cellular, chapter, compliance, configuration, connect, corporation, countries, current, cut, devices, documents, effective, embedded, end, etsi, eu, function, gsm, hard, host, including, iot, ised, lead, machines, needed, parts, phones, platforms, process, psu, public, recognizes, red, regulation, regulations, semi, soft, specifications, states, stating, switch, systems, time, total, transition, update, ws, www, 003, 01, 07, 11, 12, 13, 14, 16, 17, 18, 180731, 21, 31, 46, a4wp, able, acceptable, address, agency, agile, amps, applicant, apply, approved, area, assistance, attached, based, bids, business, certain, certificate, changed, charger, cindy, class, client, code, com, commission, company, concerns, confirmed, conformity, connected, contacts, contains, cord, cordless, cost, cross, customer, decisions, declaration, defined, definitions, deliverables, detailed, diretive, distribution, document, documentation, dt, earth, electromagnetic, embed, emitting, enforcement, engineer, equipments, european, exempted, existing, explanation, external, facsimile, fax, federal, final, functional, general, gps, granted, guidance, help, holder, http, ices, impact, impacted, implementation, include, inform, initially, institute, instruments, interference, internal, inventory, issued, key, keyword, label, law, licensed, links, local, mandatory, meets, mentioned, minimum, mobile, modem, modems, modular, national, note, number, oct, pabx, pabxs, packaging, pagers, pc, performance, place, pre, premises, processes, provide, qty"
EPEAT_Early_Adopter_Required_Criteria_docx.txt,"ISG, CPG, D, AIO, Display, Desktop, Fixed, Mobile, Notebook, Rugged, ServerA, ServerB, Tablet, Thin, New, Sustaining, Market, Market, New, Energy, Other, No, Voluntary","adopter, early, product, criteria, epeat, required, 2023, products, requirement, change, corporate, date, status, wireless, climate, 30, dell, applicable, battery, business, energy, japan, mitigation, module, needed, requirements, revision, compliance, delete, new, odm, restrictions, review, scope, september, add, bulletin, cab, current, documentation, existing, gec, gpce, johnson, june, process, registered, registry, sales, spec, website, 16, 230v, achieving, action, amy, appear, charger, configuration, confluence, crm, day, details, disclosure, end, examples, external, impact, kroeger, listing, manufacturers, modules, note, number, opportunity, plan, power, program, restriction, stakeholders, star, task, tbd, testing, version, 11, 23, 90, additional, agency, alert, arm, awareness, beth, carbon, case, certificates, certification, clear, complete, completion, computers, conformance, cord, country, create, created, cut, data, design, display, displays, drives, efficiency, elizabeth, enforcement, estar, facilities, final, following, footprint, ghg, group, high, identify, impacts, information, iot, key, link, manufacturer, mktg, non, optional, owner, pg, provided, psu, published, rces, rdoc, reduction, register, regulation, relevant, server, sims, sme, standard, successful, supplier, surveillance, systems, table, target, teams, test, tool, training, updates, upload, use, verification, voltage, work, ws, 01833, 10, 115v, 13, 14, 1680, 19, 2025, 2306, 411, 45, 50hz, 60hz, 911, accuracy, adapter, address, affected, agent, agile, agreement, aligned, anytime, applies, approve, april, area, assembly, assignments, assurance, audit, aug, bags, bar, based, bcs, bids, brm, cable, cadence, cards, cart, cartridge, categories, ce, center, certified, changed, changing, charging, check, checkpoint, chemicals, chromebook, claim, client, collaborate, com, companion, compete, competitive, competitors, completed, computer, concern, concerns, conduct, conflluence, conformity, considerations, contains, cost, countries, cp, cpg, criterion, cross, currently, customs, decisions, declaration, deliver, deliverable, dependency"
EU_UK_EN_IEC_62311_2020_docx.txt,"ISG, CPG, D, AIO, Display, BT, Desktop, Dock, NFC, Fixed, Ext, UWB, Gateway, Internal, Wireless, Indust, WVAN, Mobile, WWAN, Networking, Zigbee, Notebook, Wireless, Rugged, Wireless, ServerA, Wireless, ServerB, UPS, Wireless, Storage, Tablet, New, Sustaining, Manufacturing, Importation, Market, Update, Safety, No, Mandatory","62311, en, 2020, products, iec, compliance, new, product, 2008, date, npi, radio, sustaining, 2022, grs, requirements, standard, wireless, 2023, add, delete, edition, january, non, 23, action, bs, conformity, dell, examples, impact, kelleher, module, needed, peter, platform, reference, required, requirement, revision, scope, spec, uk, update, bulletin, declaration, declarations, doc, existing, label, level, note, rce, task, test, testing, updated, version, agency, arm, august, case, certification, change, class, completed, configuration, confluence, cord, current, data, design, details, docs, drives, enforcement, eu, external, generator, high, impacts, iot, key, lvd, measurement, minor, number, owner, penalties, plan, power, procedures, process, program, pstn, psu, radiators, rd, rdoc, red, regulation, report, risk, shall, state, status, surveillance, table, technical, tool, type, unintentional, updates, ws, 01608, 14, 15, 24, 24th, 28, 868118364, access, adapter, additional, address, adio, affected, agent, agreement, annex, applicable, applies, approach, area, artwork, assess, assessed, assessing, assessment, assignments, audit, bags, bands, bar, based, battery, bids, box, brown, cable, cards, carpenter, cart, cartridge, ce, cenlec, certified, changed, changes, checkpoint, chromebook, clearly, client, com, companion, compliant, concept, concerns, connection, consideration, considerations, cp, created, crm, customs, cut, daniece, dcds, declaring, define, defined, deliverable, dependency, description, detailed, device, devices, disclosure, documentation, dongle, drive, electronics, emc, emf, emissions, eng0002520, engineer, european, example, factory, feb, federal, fields, filing, filter, final, finalized, firmware, followed, frequency, fulfill, giving, government, gsg, gtie, hard, headset, history, host, https, idd, identify, impacted, importer, improved, include, information, informative, inherently, initial, initially, instead, instructions, integrated, intelligent, intentional, international, items, july, jumper, justification, kb, kvm, l10, l6, lab, lead, legislation, letter, leverage"
France_repairability_index_docx.txt,"Internal, Market, New, Mandatory, Rugged, Mobile, Notebook, Tablet, Chromebook, New, Sustaining","score, dell, equal, index, repairability, calculation, reference, fr, greater, https, la, pantone, des, liste, www, 10, files, gouv, 2021, com, critère, eds, pièces, products, scores, zip, date, default, french, available, ecologie, france, sites, website, du, need, standard, worksheet, logo, page, sur, bulletin, data, environmental, green, marianne, note, product, yes, additional, charge, decree, jan, notebooks, ou, parameters, process, provided, puneet, requirements, sheet, used, 31, a8les, action, alter, c3, charte, comments, compliance, displayed, dispo, et, follows, font, implementation, indicate, information, june, nibilité, online, plan, sample, team, template, étachées, 1585, 186, 20, 2020, 20graphique_0, 2291, 347, 7548, _shrivastava, adjustment, annual, applied, au, calculate, chromebooks, circular, communicated, communication, completion, created, criteria, current, dark, dec, deliverable, document, durée, economy, enforcement, entation, feb, final, final_score, follow, format, graphic, id, imp, january, law, legifrance, les, light, method, mobile, mobility, oducteur, orange, ortateur, point, portable, pr, prix, provide, provisions, red, required, resources, review, scope, shall, sous, specifications, tablets, time, total, undertake, update, version, ws, yellow, équ, 16, 2022, 25, 78682, address, anti, article, artwork, atégorie, aux, based, battery, block, bryan, calcul, change, color, configuration, contain, crm, cut, datasheet, deliverables, dells, determine, digital, docum, documents, dont, dpr, délais, ecologi, effective, en, english, equipment, fault, file, following, frans, free, function, guidance, hard, implementing, importer, include, included, indice, info, iot, ipements, ivraison, ixations, le, lead, legislation, link, links, lisation, mandatory, maximum, methodolygy, mo, mod, model, ncernée, needed, number, outils, owner, parts, pdf, person, platforms, psu, references, regulation, regulatory, relative, reparaibility, requests, requirement, resellers, rock, round, sales, section, selon, shown, site, soft"
Korea___Regulation_on_Energy_Efficiency_Labeling_and_Standards___Monitor_docx.txt,"D, Display, New, Sustaining, Refurbished, Service, Manufacturing, Market, New, Energy, Yes, Mandatory","power, mode, consumption, testing, kea, meps, requirement, screen, date, labeling, monitor, products, standby, regulation, report, sleep, value, website, program, additional, criteria, test, abc, applied, diagonal, product, shall, 2022, 5w, applicant, energy, luminance, qty, 000, 76cm, allowable, declare, importer, lab, m2, monitors, required, revision, size, surveillance, tested, visible, wireless, based, called, compliance, default, delete, enabled, function, label, labs, market, network, r1, r2, reduction, spec, year, 200cd, 2023, according, action, add, brightness, certificate, certified, changed, charged, conduct, declaration, display, dp, efficiency, identify, interface, list, local, needed, registration, remark, requirements, retesting, standard, standards, table, 10, 100, 1mp, 27, 30, actual, agency, approves, area, bulletin, change, cm, current, displayed, effective, examples, failing, fine, hdmi, higher, https, imported, item, key, korea, length, level, maximum, mbps, meet, models, non, plan, prescribed, previous, rabc, range, resolution, scope, sold, task, thunderbolt, tolerance, usb, uut, version, viewable, youngbin, 00155, 003875, 00775, 0093, 01498, 0155, 110, 14, 18, 20, 2204, 2qty, 42, 43, 48, 58, 58cm, 63, 68, accordance, accredited, activated, addition, ambient, april, arm, aspx, automatic, available, card, carrying, case, changes, cm², condition, confluence, control, cord, data, database, dell, details, devices, displayport, downloaded, drives, dvi, eep, enforcement, ethernet, example, external, final, following, functions, import, industries, information, inspection, interfaces, iot, issued, items, kim, kr, krw20, lux, mandatory, manufactured, march, measured, memory, new, note, number, optional, owner, pon_max, port, possible, process, psu, rate, rces, regulatory, responsible, sample, scoping, sensor, service, set, shipment, signal, state, status, time, tool, type, updates, vga, video, ws, 0w, 1000, 153, 153cm, 175cd, 1w, 1xpon_max, 200, 28"
WRCEEA_Notification_140311_01___Malaysia__SIRIM_New_Type_Approval_Process_for_Wireless_RF_products__docx.txt,,"sirim, approval, process, certification, date, host, mcmc, notification, 2014, actions, effective, grs, type, based, bulletin, comment, comparison, dell, head, information, iti, letter, mail, malaysia, march, meeting, module, need, new, news, parallel, path, products, rf, week, wireless, 01, 10, 11, 140311, 30, acceptable, accordingly, add, address, adt, advised, affected, agencies, amendment, announced, anticipated, applications, approved, april, aprn, author, authority, available, bv, cases, change, changes, changing, check, circulated, clarification, comm, commission, communication, compliance, computer, concern, continue, created, current, december, declined, department, description, desktop, details, discuss, displays, document, draft, ecomm, follow, global, hosts, http, immediate, implemented, industry, informations, instead, issued, issuing, items, keyword, level, leverage, longer, malaysian, maria, minimum, mobility, multimedia, multiple, networking, notifications, number, official, options, pcs, peripheral, policy, portable, present, printer, progress, projectors, provide, published, reasons, reference, refined, regulation, remo, reply, requesting, required, requirement, restrictions, result, sample, search, sent, separate, server, simpler, sought, st, status, storage, subject, submitted, summary, supplied, target, targeted, team, time, timeframe, title, treated, update, verbal, viable, website, wrceea, written"
EU_EcoDesign_Regulation_for_Displays__Lot_5__docx.txt,"Dell, Market, New, Materials, Energy, Mandatory, New, Sustaining, Service, Display, Other","displays, mode, eu, regulation, shall, standby, energy, display, electronic, market, power, product, 2021, compliant, requirement, requirements, 2019, apply, placed, available, information, ce, change, commission, documentation, efficiency, networked, products, update, 10, demand, doc, limits, professional, compliance, database, ec, eprel, exceed, logo, mar, material, piece, provide, provided, rdoc, wur, 20, 400, configuration, date, digital, directive, european, existing, march, new, non, note, process, registration, repairers, scope, set, technical, unit, use, user, using, 2009, 2023, abc, access, action, added, area, article, automatic, availability, cadmium, comments, components, considered, correction, default, defined, dell, different, ecodesign, eei, eeimax, erp, explicitly, factor, following, forced, free, https, input, menu, mmn, models, network, normal, number, reference, repair, required, resolution, si, standard, surveillance, version, viewing, warning, website, 01, 100, 11, 12345, 125, 1275, 138, 15, 2008, 28, 294, 315, 4k, add, additional, allowance, allows, appear, applicable, applies, battery, broadcast, bulletin, cd, cleared, com, completion, confirmation, content, control, council, current, customs, definitions, delegated, deliverable, deliverables, details, distribution, document, effective, en, enabled, end, eur, europa, february, firmware, flame, hd, integrated, interactive, iot, label, labelling, legal, lex, link, list, listed, location, lot, maintenance, mark, message, minutes, model, modes, m², needed, nov, oj, oled, parameters, parliament, parts, pis, pixels, plan, pmeasured, point, psu, pwl, qr, refer, repealing, replacement, replacements, requested, resource, security, service, settings, ship, spare, specific, status, summary, switch, target, template, terms, test, time, toc, txt, uhd, union, uri, watts, whiteboards, ws, 0001, 02, 1062, 1369, 150, 180909, 19, 2010, 2012, 2013, 2017, 2020, 2021of, 220, 31, 32019r2021, 50, 510, 60, 642, 65, absence"
Saudi_Arabia_CITC_Exemption_for_IT_Accessories_docx.txt,"Dell, Importation, Update, Wireless, Mandatory, Dock, I, Audio, Other, New, Sustaining, Service","wireless, citc, na, additional, date, products, yes, comments, indicate, product, sample, scope, accessories, accessory, arabia, certification, change, completion, deliverable, mouse, plan, required, resources, saudi, stakeholder, transition, 20, 2018, action, battery, block, bulletin, compliance, configuration, control, current, cut, docking, documents, function, hard, iot, keyboard, lead, mentioned, needed, process, psu, rdoc, regulation, remote, remove, request, requirement, requirements, soft, specifications, team, telecom, time, title, total, ws, 01, 09, 180920, 446, able, active, address, agile, apply, applying, area, assistance, audio, based, bids, certifying, changed, charger, chargers, client, component, concerns, contacts, cord, cross, declaration, declared, defined, deliverables, detailed, devices, distribution, document, documentation, dt, earbud, effective, embed, enabled, enforcement, engineer, exemption, existing, explanation, external, final, functional, gary, government, guidance, headphone, help, impact, implementation, include, includes, including, inform, initially, internal, inventory, issued, keyboards, keyword, label, links, mandatory, microphone, need, note, number, obtained, packaging, pc, pens, peripheral, place, platform, pm, provide, qty, quality, questions, rces, reference, registration, regulator, regulatory, released, renew, report, revision, rfid, search, section, ship, speaker, specify, stakeholders, standards, status, stop, stopped, stylus, submits, surveillance, target, targeted, teams, technical, ticked, tsao, tt, types, update, updated, version, voluntary, wigig, wirless, wlan"
Belize_PUC_Type_Approval_Update_docx.txt,"Internal, Importation, Market, Update, Wireless, Mandatory, All, Networking, BT, NFC, WWAN, WiGig, Other, New","puc, approval, module, platform, type, rfq, npi, yes, equipment, product, products, sustaining, belize, ta, date, radio, required, scope, additional, integrated, level, rdoc, recognition, wireless, 2018, application, bz, comments, end, fax, gps, indicate, modem, network, relevant, requirements, sample, telecommunication, 2002, agencies, bulletin, change, completion, database, deliverable, dell, devices, documentation, evidence, fee, granted, host, lead, plan, pstn, public, require, resources, satisfaction, specifications, stakeholder, technical, time, 152, 223, 500, 501, action, applies, approved, battery, block, certification, compliance, configuration, connect, country, covered, current, cut, defined, distribution, document, documents, effective, embedded, en, ensure, exempt, fcc, function, grant, hard, including, iot, letter, manufacturer, months, needed, notice, official, phone, process, psu, rce, regulation, regulations, report, requirement, rule, seek, soft, standards, switch, telephone, test, title, total, transition, unit, update, usd, ws, www, 00, 01, 08, 10, 1350, 18, 180821, 21, 4938, 63, 6818, a4wp, aaplicable, able, accepted, accepts, act, address, affected, agency, agent, agile, applicant, apply, area, assistance, authorization, based, bids, broadcasting, certificate, changed, charger, cindy, client, commission, communication, concerns, confirm, confirmation, confirmed, conformed, connected, contacts, contain, cord, cost, countries, cross, currently, dealer, declaration, deliverables, description, detailed, dish, dt, embed, enforcement, engineer, etsi, exemption, existing, explanation, external, final, functional, govern, government, guidance, help, http, identified, impact, implementation, importation, include, info, inform, initially, instrument, internal, inventory, issued, keyword, label, links, listed, mail, mandatory, marking, mobile, modular, note, number, oct, origin, packaging, party, pc, pending, place, platforms, pre, previously, produce, provide, qty, qualified, quality, questions, quote, ralamilla, receiver, recognize, reference, registration, regular, regulatory, released, reports, request, revision, rfid, salinas, satellite"
S__Korea_product_safety_scope_expansion_docx.txt,,"safety, product, kc, scope, certificate, dc, factories, products, type, bulletin, confirmation, regulatory, rule, ac, certification, classification, kats, motie, factory, korea, multiple, powered, types, 2014, act, changes, expansion, power, revised, self, 01, 1000v, allowed, details, electrical, enforcement, external, impacted, include, issued, july, korean, listed, main, reference, revision, scheme, summary, using, 2015, 31, adapter, appliance, august, available, cancelled, changed, control, date, effective, employed, energy, enformance, holder, included, industry, key, list, manufacture, matrix, ministry, new, obtain, previously, process, projectors, released, requirement, section, server, supplies, supply, terminology, trade, translation, unofficial, update, 05, 11969, 140917, 17, 50v, 71, actions, affiliated, agency, appliances, application, area, aug, author, authority, automatically, basis, bodies, change, comply, computer, conformity, contacts, continue, controlled, declaration, description, detailed, discussion, distribution, doc, example, expand, expanded, expanding, expected, grs, ii, iii, impacts, importation, including, information, internal, interpretation, issue, items, keyword, kim, ktc, ktk, ktr, law, lin, linda_ch, manufactured, monitors, necessary, need, needed, networking, notice, notification, number, operation, parts, pdus, peripheral, peripherals, platforms, possible, preparation, printer, printers, produce, psu, published, regulation, relevant, representative, revisions, search, separately, servers, service, shipped, shipping, single, speakers, standards, storage, suitable, supplier, technology, title, updated, youngbin"
India___Plastics_Packaging___Producer_Responsibility__All_Hardware__docx.txt,"Internal, Importation, Market, Update, Mandatory, All, New, Sustaining, Service, Refurbished","packaging, registration, plastic, mlp, shall, control, pollution, plastics, owner, brand, india, indian, market, multilayered, number, regulation, board, carry, cpcb, used, 2021, date, 31, apply, bags, suppliers, dell, gtb, rules, time, bag, manufacturer, producer, producers, requirement, state, yes, 2016, bulletin, case, change, compostable, concerned, government, like, manufacture, sheet, thickness, union, 28, additional, based, central, committee, current, external, form, indicate, industry, label, material, materials, passed, period, plan, product, required, requirements, responsibility, sample, sheets, use, 01, 18, 2018, applying, clarification, collection, comments, commodity, completion, cut, effective, example, final, gazette, getting, implement, inside, marking, means, months, multi, outside, owners, person, polyethylene, previous, print, process, products, publication, resources, soft, specifications, states, team, territories, titled, vendors, waste, write, year, years, 14534, 160426, 17088, 1981, 1998, 2008, 2020, 50, 9833, amended, amendment, application, attached, battery, bear, block, carrying, clarity, commodities, complete, completed, compliance, configuration, conform, consent, covers, declare, definitions, deliverable, density, distribution, documents, engaged, engg, environment, establish, far, following, function, goods, grant, granted, guide, hard, ii, impact, importers, include, information, initially, integral, iot, iso, issued, layered, layers, lead, mar, march, mark, microns, ministry, need, needed, note, notification, official, operating, owned, page, pc, pigments, place, prior, program, psu, published, purpose, recycled, register, regulated, regulator, regulatory, renewal, rule, scope, section, stakeholder, standard, supply, teams, territory, title, total, transition, unless, using, version, volumes, wrapping, ws, 01041, 03, 17, 20, 27, 30, 42, able, abs, acrylonitrile, action, actions, addition, address, administration, agile, aluminium, appear, applicable, approved, area, arisen, aspaper, assigned, assistance, associations, background, best, bids, bill_cc, boards, body, butadiene, cancelled, certificate"
Canada_ISED_RSS_102_Issue_5_Amendment_1_docx.txt,"Internal, Importation, Market, Update, Safety, Wireless, Mandatory, New, Tower, AIO, Fixed, Thin, Rugged, Mobile, Notebook, Tablet, Chromebook, Indust, Gateway, BT, WWAN, WiGig","requirement, npi, sustaining, 2021, compliance, date, requirements, platform, wireless, current, details, ghz, issue, module, product, scope, 102, canada, day, enforcement, exposure, feb, level, limits, new, rss, sample, task, 01454, 21, 300, 90, action, amendment, apply, battery, bulletin, certification, clear, com, confluence, end, engineer, iot, ised, key, localized, market, owners, plan, process, products, psu, range, rce, rdoc, regulation, regulatory, report, required, standard, surveillance, testing, ws, 02, 15, 45, access, add, added, address, agency, agent, amd, andrews, applicable, area, arm, assignments, bids, bobo, business, canadian, case, center, cfi, changed, changing, client, competitor, concept, concerns, configuration, connection, considerations, cord, cost, country, crm, cut, database, dcs, define, deliverable, deliverables, dell, density, dependency, detailed, determining, devices, disadvantage, display, distribution, document, documentation, dss, dt, durations, effective, emc, examples, existing, external, february, fields, finalized, frequency, fulfill, government, grc, grs, gsg, gtie, health, high, host, https, human, identify, impact, importation, include, initial, initially, integrated, internal, inventory, issued, item, lab, lead, leading, leverage, link, mandatory, manufacturing, merge, min, non, note, notebook, notice, nudd, number, obrien, ocean, oem, operating, path, pc, penalities, penalties, phase, planned, planning, power, previous, program, project, projected, provided, pstn, questions, radio, radiocommunications, radiofrequency, reference, referencing, registration, reoccurring, revision, rfid, roberta, rts, rum, september, seri, sheet, shipment, sme, specific, specify, stakeholder, stakeholders, start, status, steve, submittal, summary, table, target, targeted, tasks, tbd, teams, tech, technology, times, title, trade, validation, version, vmi, voluntary, williams, wlan"
Japan_MIC_Wireless_WiFi7_docx.txt,"ISG, CPG, D, AIO, BT, Desktop, Dock, Fixed, Gateway, Indust, Mobile, Networking, Notebook, Rugged, ServerA, ServerB, Tablet, Thin, Wireless, New, Sustaining, Importation, Market, New, Wireless, No, Mandatory","module, wireless, id, mark, mic, label, certification, client, product, sustaining, yes, antenna, compliance, date, japan, npi, packaging, platform, requirement, 2023, approval, band, shipped, wlan, 2024, 320mhz, frequency, wifi7, 6ghz, easily, indoor, lab, major, modular, number, requirements, revision, scope, section, station, type, vincent, accredited, adding, affixed, allowed, arm, base, battery, belonging, bulletin, case, change, chip, chipset, document, documents, end, external, jan, labeling, level, marking, modulation, motherboard, mounted, optional, plan, power, rce, recommended, start, strongly, user, version, wifi6e, 01890, 18, 2308, 5925, 6425mhz, action, add, additonal, certified, changed, communication, confluence, connect, cord, current, december, delete, dell, description, details, devices, drives, enforcement, existing, expansion, final, function, high, host, iot, kazuhiko, key, lpi, mhz, mobile, needed, new, non, opened, plans, process, program, pstn, psu, regulation, regulatory, removed, report, sar, sep, shirota, status, structure, surveillance, task, testing, th, update, updated, ws, 11be, 14dbm, 15, 160, 160mhz, 18th, 20, 200mw, 2022, 22, 23, 23dbm, 25mw, 25th, 40, 5945, 6105, 6265mhz, 6425, 6e, 80, 802, 95dbm, adapter, address, advanced, affected, affixing, agency, agent, applicable, area, artwork, assembly, assigned, assignments, august, bags, bandwidth, bar, based, bids, box, broadband, brown, cable, cards, cart, cartridge, cerfitication, certificate, changes, check, checkpoint, chromebook, com, companion, concerns, configuration, connection, coverage, cp, created, crm, customer, customs, data, dec, defining, deliverable, depend, dependency, design, detailed, device, disclosure, display, documentation, dongle, draft, drive, electronics, engineer, example, examples, feb, february, federal, fi, filter, firmware, firstly, government, grc, gsg, gtie, headset, history, https, idd, impact, impacted, implemented, include, information, initially, integrated, intelligent, issued, jumper, kb, kvm, lead, legislation"
Chile_SUBTEL_Res_1985_Updated_docx.txt,"Internal, Importation, Market, New, Wireless, Mandatory, All, BT, NFC, WWAN, WiGig, Other, New","approval, chile, mhz, subtel, type, international, test, accreditation, additional, applications, bodies, date, dell, future, modules, regulation, report, required, updated, yes, 1985, 1w, accreditations, comments, indicate, iot, need, sample, used, 10, 2019, band, change, completion, deliverable, fax, list, modem, module, plan, product, quality, radios, reports, requirement, resolution, resources, stakeholder, 5725, 7th, 8265d2w, 868, 9260ngw, 9560ngw, action, analog, avoid, ax200d2wl, ax200ngw, bands, battery, block, bulletin, compliance, configuration, current, cut, demonstrate, documents, effective, eirp, function, hard, include, integrated, lead, level, listing, longer, maximum, measurements, mw, needed, new, note, notice, page, platform, printed, process, psu, qcnfa335, radio, rce, rejection, requirements, rtl8723de, soft, specifications, submissions, systems, telephones, time, title, total, transition, wireless, wlan, ws, 01, 05, 175, 190510, 2020, 23, 2400, 2483, 250mw, 25mw, 375, 39, 433, 434, 500mw, 5150mhz, 5250, 5250mhz, 5350, 5470, 5850, 79, 915, 928, 98, a2la, able, according, address, agile, allowed, application, apply, area, article, assistance, based, biblioteca, bids, certification, changed, changes, cindy, client, concerns, congreso, congress, consultant, contacts, cord, cross, dbm, declaration, defined, del, deliverables, density, detailed, devices, distribution, document, documentation, dt, embed, enforcement, engineer, existing, explanation, external, final, following, frequency, functional, government, guidance, half, help, host, identified, ilac, immediately, impact, implementation, important, increased, inform, initially, internal, internet, inventory, issued, key, keyword, label, library, links, mandatory, modifications, nacional, national, needs, npi, number, open, outline, output, packaging, pc, permitted, place, platforms, pluggable, power, powers, products, provide, psd, published, qty, questions, range, rdoc, reference, registration, regulatory, released, require, resolución, revision, rfid, salinas, scope, sdr, search, ship, short, specify, spectral, srd, stakeholders, standards"
